slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
clear-evm,Clear EVM,clear-evm.png,"Privacy-focused, open-source EVM browser extension wallet with MetaMask API compatibility, local-only key storage, contract ABI interaction support, and zero tracking.","https://clear-wallet.flashsoft.eu/","https://clear-wallet.flashsoft.eu/",,,,,,,FALSE,
codeslaw,Codeslaw,codeslaw.png,Developer tool and search engine for discovering and analyzing smart contracts and contract interactions across blockchains.,"https://www.codeslaw.app/",,,,,,,,FALSE,
codex,Codex,codex.png,"Real-time enriched blockchain data API covering 70M+ tokens and 80+ networks with token pricing, holders data, and prediction markets.","https://www.codex.io/","https://docs.codex.io/",trycodex,Codex-Data,9ZB7zcWuBY,CodexData,,,FALSE,
coin-space,Coin Space,coin-space.png,"Self-custodial multicurrency crypto wallet founded in 2015, supporting BTC, ETH, XRP, Monero, Solana, and 20+ other assets across mobile and desktop.","https://coin.space/",,,,,,,,FALSE,
coinbase,Coinbase,coinbase.png,"US-headquartered cryptocurrency exchange and ecosystem offering retail and institutional trading, the Coinbase Developer Platform (CDP) with APIs for wallets, smart accounts, paymaster, and onchain data, and the Base Layer 2 network.","https://www.coinbase.com/","https://docs.cdp.coinbase.com/paymaster/introduction/welcome",,,,,,,FALSE,
coindoog,CoinDoog,coindoog.png,Cryptocurrency faucet service offering free tokens and gaming rewards for blockchain users,"https://coindoog.com/",,,,,,,,FALSE,
coinexams,CoinExams,coinexams.png,"Crypto utility scoring and comparison platform that rates cryptocurrencies using objective metrics including transfer fees, confirmation speed, supply cap, and decentralization indicators.","https://coinexams.com/",,,,,,,,FALSE,
coinflow,Coinflow,coinflow.png,"Fiat-to-crypto payment processing platform for businesses, gaming, and marketplace integrations","https://coinflow.cash/","https://docs.coinflow.cash/",,,,,,,FALSE,
coingate,CoinGate,coingate.png,"Regulated cryptocurrency payment gateway for businesses, MiCA-licensed in the EU, enabling acceptance of BTC, USDC, and 10+ crypto assets globally with settlement in fiat or stablecoins and crypto payout support.","https://coingate.com/","https://developer.coingate.com/",CoinGatecom,coingate,,,,,FALSE,
coingecko,CoinGecko,coingecko.png,"Independent cryptocurrency data aggregator tracking 18,000+ assets across 1,000+ exchanges with price, volume, market cap and on-chain metrics; provides public and pro APIs for real-time and historical crypto data.","https://www.coingecko.com/","https://docs.coingecko.com/",coingecko,coingecko,,,,,FALSE,
coinglass,Coinglass,coinglass.png,"Crypto market data platform providing derivatives analytics including open interest, funding rates, liquidation data, and order flow across major exchanges.","https://www.coinglass.com/","https://docs.coinglass.com/",coinglass,,coinglass,,,,FALSE,
coinmarketcap,CoinMarketCap,coinmarketcap.png,"Major cryptocurrency data platform tracking 20,000+ coins across 600+ exchanges, providing real-time prices, market caps, trading volumes, global market data, and blockchain analytics via REST API and hosted MCP server.","https://coinmarketcap.com/","https://coinmarketcap.com/api/documentation/v1/",CoinMarketCap,CoinMarketCap,,,,,FALSE,
coinme,Coinme,coinme.png,Provides wallet solutions for Web3 developers and users.,"https://coinme.com/","https://docs.coinme.com/",,,,,,,FALSE,
coinomi,Coinomi,coinomi.png,"Multi-chain non-custodial wallet for iOS, Android, and desktop supporting Bitcoin and major altcoins, with no KYC, no IP tracking, and zero send/receive fees. Operating since 2014.","https://www.coinomi.com/","https://support.coinomi.com/",coinomiwallet,Coinomi,,,,,FALSE,
coinpaprika,Coinpaprika,coinpaprika.png,"Cryptocurrency market research platform tracking 58,000+ tokens across 360+ exchanges, providing historical price data, exchange rankings, coin market capitalization data, and a developer API.","https://coinpaprika.com/","https://docs.dexpaprika.com/",coinpaprika,coinpaprika,,,,,FALSE,
coinsdo,CoinsDo,coinsdo.png,"Wallet-as-a-Service infrastructure for institutional digital asset management, providing SDKs, APIs, and RPC nodes for secure multichain custody and trading.","https://www.coinsdo.com/",,,,,,,,FALSE,
cometh,Cometh,cometh.png,DeFi-native Banking-as-a-Service (BaaS) infrastructure for launching regulated crypto services via unified API and smart wallet,"https://cometh.io/","https://docs.cometh.io/",Cometh,cometh-hq,,,,,FALSE,
connectkit,ConnectKit,connectkit.png,React component library for connecting cryptocurrency wallets to dApps with support for popular connectors and chains,"https://family.co/connectkit","https://family.co/docs/connectkit",,,,,,,FALSE,
connext,Connext,connext.png,"Modular cross-chain protocol for securely passing funds and data between blockchains, enabling developers to build trust-minimized cross-chain applications without additional trust assumptions.","https://www.connext.network/","https://docs.connext.network/",Connext,connext,,,,,FALSE,
cookbook-dev,Cookbook.dev,cookbook-dev.png,"Web3 AI assistant and smart contract template registry providing Solidity playgrounds, onboarding agents for developer documentation, and deployable contract templates.","https://ai.cookbook.dev/",,cookbook_dev,CookbookDev,,,,,FALSE,
cookie3,Cookie3,cookie3.png,"Web3 analytics and marketing intelligence platform providing on-chain and off-chain user analytics, KOL performance tracking, and community engagement tools for crypto projects.","https://www.cookie3.com/","https://docs.cookie3.com/",,,,,,,FALSE,
coolwallet,Coolwallet,coolwallet.png,"Credit-card-sized hardware wallet supporting Bitcoin, Ethereum, Solana, and EVM assets, paired with a self-custodial mobile app for staking and trading. Operating since 2014.","https://www.coolwallet.io/",,,,,,,,FALSE,
covalent,Covalent,covalent.png,"Blockchain data infrastructure providing structured onchain data APIs across 100+ networks via the GoldRush SDK, with event decoders, UI kits, and historical archive access.","https://www.covalenthq.com/","https://www.covalenthq.com/docs",Covalent_HQ,covalenthq,,,,,FALSE,
crazyrabbitltc,CrazyRabbitLTC,crazyrabbitltc.png,MCP (Model Context Protocol) server providing Ethereum blockchain data tools via Etherscan API for Claude and other AI clients,"https://github.com/crazyrabbitLTC/mcp-etherscan-server","https://github.com/crazyrabbitLTC/mcp-etherscan-server",,crazyrabbitLTC/mcp-etherscan-server,,,,,FALSE,
cronoscan,CronoScan,cronoscan.png,"Block explorer and analytics platform for Cronos by Etherscan, tracking transactions, addresses, tokens, and smart contracts on the Cronos EVM network.","https://cronoscan.com/","https://docs.etherscan.io/introduction",,,,,,,FALSE,
crosscurve,CrossCurve,crosscurve.png,"Cross-chain DeFi MetaLayer providing a DEX, token bridge, consensus bridge, and API for any-to-any token swaps across 20+ networks, with cross-chain oracle messaging and white-label infrastructure.","https://crosscurve.fi/","https://docs.crosscurve.fi",,,,,,,FALSE,
crossmint,Crossmint,crossmint.png,"Platform enabling fiat on-ramp for NFTs, letting users mint NFTs with credit cards; supports Optimism for seamless onboarding of new users","https://www.crossmint.com/","https://docs.crossmint.com/",crossmint,crossmint,,,,,FALSE,
crypto-apis,Crypto APIs,crypto-apis.png,"Blockchain data infrastructure provider offering unified REST APIs for address activity, transaction history, block data, and transaction simulation across Bitcoin, Ethereum, Polygon, and 10+ other chains","https://cryptoapis.io/","https://developers.cryptoapis.io/",,CryptoAPIs-io/cryptoapis-mcp-hub,,,,,FALSE,
crypto-com,Crypto.com,crypto-com.png,"Cryptocurrency exchange and financial services platform offering a non-custodial DeFi Wallet, centralized exchange, Visa card, and staking, supporting hundreds of assets across multiple blockchains.","https://crypto.com/",,,,,,,,FALSE,
cryptoquant,CryptoQuant,cryptoquant.png,"On-chain analytics platform providing real-time and historical blockchain data, exchange flow metrics, market indicators, and customizable dashboards for institutional and professional crypto market participants.","https://cryptoquant.com/",,,,,,,,FALSE,
cryptoslam,Cryptoslam,cryptoslam.png,"Multi-chain NFT data aggregator tracking real-time and historical sales rankings, market analytics, and portfolio data across 15+ blockchain networks.","https://www.cryptoslam.io/","https://cryptoslam.gitbook.io/docs/",,,,,,,FALSE,
ctrl,Ctrl,ctrl.png,"Non-custodial multichain cryptocurrency wallet (formerly XDEFI) supporting 2,500+ blockchains and 10M+ assets, with hardware wallet support, NFT gallery, and DApp connectivity.","https://ctrl.xyz/","https://docs.xdefi.io/docs",,,,,,,FALSE,
curvegrid,Curvegrid,curvegrid.png,"Blockchain middleware platform (MultiBaas) providing REST APIs, SDKs, and a web UI for smart contract deployment, event indexing, transaction management, and cloud wallet integration on EVM chains.","https://www.curvegrid.com/","https://docs.curvegrid.com/",,,,,,,FALSE,
cwallet,Cwallet,cwallet.png,Provides wallet solutions for Web3 developers and users.,"https://cwallet.com/","https://docs.cwallet.com/",,,,,,,FALSE,
cypherock-x1,Cypherock X1,cypherock-x1.png,"Hardware wallet that distributes a seed phrase across four tamper-proof cards using a secret-sharing scheme, eliminating a single point of failure for private key storage and supporting non-custodial inheritance.","https://www.cypherock.com/","https://docs.cypherock.com/",,,,,,,FALSE,
cyvers,Cyvers,cyvers.png,"It is a Web3 security company that provides developers with tools and an AI-powered platform for real-time threat detection, prevention, and compliance in blockchain ecosystems","https://cyvers.ai/","https://docs.cyvers.ai/",,,,,,,FALSE,
d-cent,D'CENT,d-cent.png,"Hardware wallet lineup including a biometric-authenticated cold wallet and a card-type wallet, supporting 100+ mainnets and 4,800+ cryptocurrencies, with a companion mobile app for portfolio management and DApp browsing.","https://www.dcentwallet.com/","https://dev-docs.dcentwallet.com/",,,,,,,FALSE,
daedalus-mainnet,Daedalus Mainnet,daedalus-mainnet.png,"Open-source full-node Cardano wallet developed by IOHK, providing secure ADA storage, stake pool delegation, and complete on-device blockchain validation on desktop.","https://daedaluswallet.io/",,,,,,,,FALSE,
dapp-launchpad,Dapp Launchpad,dapp-launchpad.png,"CLI tool for quickly initializing fully-integrated EVM-compatible dApps, managing development environments, and deploying smart contracts and frontends to production.",,,,0xPolygon/dapp-launchpad,,,,,FALSE,
dapp-pocket,Dapp Pocket,dapp-pocket.png,"Mobile crypto wallet for Ethereum and TRON with an in-app dApp browser supporting over 2,000 blockchain applications; acquired by Turn Capital in 2021.","https://www.dapppocket.io/",,,,,,,,FALSE,
dappkit,Dappkit,dappkit.png,Simplified Web3 development toolkit providing scaffolding and tools for starting blockchain projects quickly.,"https://www.dappkit.dev/",,,,,,,,FALSE,
dappradar,DappRadar,dappradar.png,"Decentralized application discovery and analytics platform tracking DApps across multiple blockchains, providing rankings, usage metrics, market data, and portfolio tracking for Web3 users.","https://dappradar.com/",,,,,,,,FALSE,
dapprovals,dApprovals,dapprovals.png,Crypto security service providing transaction approval management and active risk mitigation for Web3 applications,"https://dapproval.com/",,,,,,,,FALSE,
datacurve,DataCurve,datacurve.png,"Web3 fan identity platform using AURA Smart Profiles to unify fan data across ticketing, merchandise, content, and engagement, with AI-powered insights and revenue measurement for sports and entertainment organizations.","https://datacurve.io/",,,,,,,,FALSE,
db3-js,db3.js,db3-js.png,It provides a collection of JavaScript and TypeScript libraries for developers to connect and interact with Ethereum and other EVM-compatible blockchain nodes,"https://db3.network/","https://docs.db3.network/",,,,,,,FALSE,
debridge,deBridge,debridge.png,"Cross-chain interoperability protocol enabling secure asset swaps, token bridging, and arbitrary cross-chain logic execution across 20+ blockchains with a unified API.","https://debridge.com/","https://docs.debridge.com/",deBridge,debridge-finance,,,,,FALSE,
decubate-tms,Decubate TMS,decubate-tms.png,"No-code platform for Web3 projects to launch, manage, and scale tokens with tools for distribution, vesting, and governance","https://tms.finance/",,,,,,,,FALSE,
defi,DeFi,defi.png,"Open-source smart contract system by Zerion for executing ERC20 token swaps via a unified Router and querying user asset balances across DeFi protocols such as Aave, Maker, and Compound.",,,,zeriontech/defi-sdk,,,,,FALSE,
defi-builder,DeFi Builder,defi-builder.png,"A codeless platform for building decentralized applications and DeFi protocols, providing pre-configured modules for tokens, exchanges, farming, launchpads, and NFT integrations","https://defibuilder.com/","https://docs.defibuilder.com/",,,,,,,FALSE,
defillama,DeFiLlama,defillama.png,"Open-source DeFi analytics platform tracking TVL, fees, revenue, and trading volume across 7,000+ protocols and 500+ chains, with free public APIs and historical data.","https://defillama.com/","https://docs.llama.fi/",DefiLlama,DefiLlama,defillama,,,,FALSE,
defiway-bridge,Defiway.Bridge,defiway-bridge.png,"Secure crypto services platform offering a cross-chain token bridge, non-custodial wallet, and cryptocurrency payroll solutions for individuals and businesses.","https://defiway.com/",,,,,,,,FALSE,
defly,Defly,defly.png,"Algorand-native DeFi wallet providing token management, in-app swaps, and portfolio analytics tailored for the Algorand ecosystem.","https://defly.app/","https://docs.defly.app/",,,,,,,FALSE,
degen,Degen,degen.png,"Non-custodial mobile Web3 wallet offering instant DeFi loans via Aave, cross-chain swaps via deBridge, and NFT support on iOS and Android.","https://degenforest.com/",,,,,,,,FALSE,
dex-guru,Dex.Guru,dex-guru.png,"DEX analytics platform aggregating real-time price charts and trade history from AMM protocols across multiple blockchains, with token discovery and on-chain market intelligence.","https://dex.guru/","https://docs.dex.guru/",,,,,,,FALSE,
dexscreener,DexScreener,dexscreener.png,"Multi-chain DEX analytics platform tracking real-time token prices, liquidity pools, and trading activity across 100+ blockchains using a custom on-chain indexer, with a free developer API.","https://dexscreener.com/","https://docs.dexscreener.com/",dexscreener,dexscreener,dexscreener,,,,FALSE,
dia,DIA,dia.png,"Customizable oracle infrastructure providing verifiable price feeds, intrinsic fair value data, and reserve verification for DeFi protocols and institutions across multiple chains.","https://www.diadata.org/","https://www.diadata.org/docs/home",,,,,,,FALSE,
dipdup,dipDup,dipdup.png,"Modular and extensible Web3 indexing framework providing high-level abstractions, preprocessed data streams, and code generation tools for building performant blockchain APIs.","https://dipdup.io/","https://dipdup.io/docs",dipdup_io,dipdup-io,,,,,FALSE,
drpc,dRPC,drpc.png,"AI-powered decentralized RPC infrastructure providing modular, high-availability blockchain API access with monitoring and auto-failover for dApps and chains.","https://drpc.org/","https://drpc.org/docs",drpcorg,drpcorg,,,,,FALSE,
dune,Dune,dune.png,"Onchain data platform for blockchain analytics and application development, providing SQL-based query tools, community dashboards, and data engineering pipelines across hundreds of blockchain datasets.","https://dune.com/","https://docs.dune.com/",,,,,,,FALSE,
dwellir,Dwellir,dwellir.png,"Web3 infrastructure provider offering APIs for 150+ blockchains, with robust node hosting and API gateway services for dApp developers and blockchain teams.","https://www.dwellir.com/","https://www.dwellir.com/docs",,,,,,,FALSE,
dynamic,Dynamic,dynamic.png,"Wallet infrastructure platform providing embedded non-custodial wallets and developer SDKs for fintech and crypto apps, supporting trading, payments, and identity with institutional-grade key management.","https://www.dynamic.xyz/","https://www.dynamic.xyz/docs/overview/introduction/welcome",dynamic_xyz,dynamic-xyz,,,,,FALSE,
dyor-io,DYOR.io,dyor-io.png,Provides analytics products for Web3 developers and users.,"https://dyor.io/","https://docs.dyor.io/",,,,,,,FALSE,
echidna,Echidna,echidna.png,"Open-source property-based smart contract fuzzer developed by Trail of Bits, using coverage-guided input generation to detect invariant violations in Solidity and Vyper contracts.",,,,crytic/echidna,,,,,FALSE,
eco-portal,Eco Portal,eco-portal.png,"Stablecoin network providing programmable cross-chain routing, bridging, and wallet automation across major blockchains, with best-in-class liquidity and developer APIs for stablecoin products.","https://eco.com/","https://eco.com/docs/getting-started/introduction/what-is-eco",,,,,,,FALSE,
ecoin,Ecoin,ecoin.png,"Self-custody multi-chain crypto wallet supporting storage, buying, selling, swapping, bridging, and asset transfers, with hardware-level security on compatible Android devices.","https://ecoinwallet.org/",,,,,,,,FALSE,
edge,Edge,edge.png,"Non-custodial mobile cryptocurrency wallet supporting multi-asset storage, in-app exchange, and fiat buy/sell across multiple blockchains, using a username/password account model.","https://edge.app/",,,,,,,,FALSE,
ellipal,Ellipal,ellipal.png,"Air-gapped hardware cold wallet secured via QR code signing, supporting 10,000+ tokens across multiple blockchains with a companion mobile app for transaction management.","https://www.ellipal.com/",,,,,,,,FALSE,
embark,Embark,embark.png,"Framework for building serverless decentralized applications on Ethereum, IPFS, and other platforms, with integrated tools for smart contract development, testing, and deployment.",,,consensys,embarklabs/embark,,,,,FALSE,
enkrypt,Enkrypt,enkrypt.png,"Open-source multichain browser extension wallet by MyEtherWallet, supporting Ethereum, Polkadot, Bitcoin, Solana, and 70+ blockchains with a single recovery phrase.","https://www.enkrypt.com/",,,,,,,,FALSE,
enosys,Enosys,enosys.png,"Blockchain R&D company building a DeFi suite on Flare and Songbird networks, including a DEX, collateralized lending protocol, yield farms, and a cross-chain bridge.","https://enosys.global/",,,,,,,,FALSE,
ensjs,ENSjs,ensjs.png,"JavaScript library for interacting with the Ethereum Name Service, built on viem with support for ENS name resolution, record management, and registration.",,,ensdomains,ensdomains/ensjs,,,,,FALSE,
enso,Enso,enso.png,"API platform converting high-level DeFi operation specifications into executable calldata, with a Route API for optimized cross-chain swap routing and a Bundle API for multi-step DeFi workflows.","https://www.enso.build/","https://docs.enso.build/home",,,,,,,FALSE,
envio,Envio,envio.png,"High-performance blockchain indexing framework for EVM, Solana, and Fuel chains, with real-time event streaming, multichain queries, and automatic reorg handling.","https://envio.dev/","https://docs.envio.dev/",envio_indexer,enviodev,,,,,FALSE,
eoracle,eOracle,eoracle.png,"Decentralized oracle validator network providing market price feeds, compliance data, NAV feeds, and proof-of-reserves for DeFi protocols, secured by a global validator network.","https://eo.app/","https://docs.eo.app/docs/",,,,,,,FALSE,
ercx,ERCx,ercx.png,A conformance and property-checking platform for analyzing and validating Ethereum smart contracts,"https://ercx.runtimeverification.com/","https://docs.runtimeverification.com/ercx",,,,,,,FALSE,
eternl,Eternl,eternl.png,"Cardano light wallet available as a browser extension and mobile app for managing ADA, native tokens, and Cardano NFTs.","https://eternl.io/",,,,,,,,FALSE,
eth-calldata-decoder,ETH Calldata Decoder,eth-calldata-decoder.png,"It is a developer tool that translates raw, hexadecimal transaction input data i.e calldata into a human-readable format","https://calldata.swiss-knife.xyz/decoder",,,,,,,,FALSE,
ethereum-ecosystem,Ethereum Ecosystem,ethereum-ecosystem.png,"Discovery directory for over 1,000 dApps, tools, and services across Ethereum and its Layer 2 networks, with category browsing, chain filtering, and curated project spotlights.","https://www.ethereum-ecosystem.com/",,,,,,,,FALSE,
ethereum-etl,Ethereum ETL,ethereum-etl.png,"Command-line tool and Python library for converting Ethereum blockchain data into CSV files, JSON, or relational databases, covering blocks, transactions, token transfers, and contract data.",,,,blockchain-etl/ethereum-etl,,,,,FALSE,
ethers-js,Ethers.js,ethers-js.png,"Complete and compact JavaScript/TypeScript library for interacting with the Ethereum blockchain and its ecosystem, used for building dApps, wallets, and scripts that read and write to the blockchain","https://ethers.org/","https://docs.ethers.org/v6/",ethersproject,ethers-io/ethers.js,,,,,FALSE,
etherscan,Etherscan,etherscan.png,"Block explorer and analytics platform for Ethereum with transaction verification, smart contract interaction, and blockchain data tools","https://etherscan.io/","https://docs.etherscan.io/",etherscan,etherscan,,,,,FALSE,
etherspot-prime,Etherspot Prime,etherspot-prime.png,Account and chain abstraction platform (ERC-4337/ERC-7579) providing the Prime SDK and TransactionKit for deploying smart wallet experiences with social login and batched transactions across EVM chains.,"https://etherspot.io","https://etherspot.fyi/prime-sdk/intro",,,,,,,FALSE,
ethglobal,EthGlobal,ethglobal.png,"Ethereum hackathon and events organization that has run 95+ hackathons and summits, onboarded 150,000+ community members, and distributed over $13.5M in grants to ecosystem projects.","https://ethglobal.com/",,,,,,,,FALSE,
ethplorer,Ethplorer,ethplorer.png,"Ethereum ERC-20 token explorer providing address balance tracking, transfer history, price charts, market data, wallet monitoring alerts, and a public API.","https://ethplorer.io/",,,,,,,,FALSE,
ethtx,EthTx,ethtx.png,"Python library for decoding Ethereum transactions into human-readable format, exposing smart contract function calls, token transfers, and internal call traces.",,,,EthTx/ethtx,,,,,FALSE,
ethui,Ethui,ethui.png,Ethereum development toolkit providing local-first environment for smart contract interaction and testing,"https://ethui.dev/",,,ethui/ethui,,,,,FALSE,
ethvm,EthVM,ethvm.png,"Ethereum blockchain explorer powered by MyEtherWallet (MEW), providing transaction, address, and block data browsing with MEW wallet integration.","https://www.ethvm.com/",,,,,,,,FALSE,
evm-toolkit,EVM Toolkit,evm-toolkit.png,"It provides fundamental utilities, specifically an assembler and a disassembler, for working with raw EVM bytecode","https://quilt.github.io/etk/",,,,,,,,FALSE,
evm2,EVM2,evm2.png,"Experimental EVM interpreter implemented within the EVM itself (evm-squared), written in Huff as a proof-of-concept for running an EVM inside another EVM.",,,,hananbeer/evm2,,,,,FALSE,
evmdis,Evmdis,evmdis.png,Ethereum Virtual Machine disassembler that translates EVM bytecode into readable assembly instructions for inspection of compiled smart contract code.,,,,Arachnid/evmdis,,,,,FALSE,
evmole,Evmole,evmole.png,"Multi-language library (JavaScript, Rust, Python, Go) that extracts function selectors, arguments, state mutability, and storage layout from EVM bytecode, including for unverified contracts.",,,,cdump/evmole,,,,,FALSE,
exekerey,Exekerey,exekerey.png,Model Context Protocol server for querying blockchain data from 48 blockchains via 3xpl blockchain explorer API,"https://github.com/exekerey/3xpl-mcp","https://github.com/exekerey/3xpl-mcp",,exekerey/3xpl-mcp,,,,,FALSE,
exodus,Exodus,exodus.png,"Self-custodial software wallet for managing, exchanging, and securing cryptocurrencies across multiple blockchains and 300+ assets, available on desktop and mobile.","https://www.exodus.com/","https://docs.exodus.com/",,,,,,,FALSE,
failsafe,FailSafe,failsafe.png,Web3 security platform providing continuous security testing and vulnerability detection powered by graph-based threat models and AI,"https://getfailsafe.com/",,,,,,,,FALSE,
fearless,Fearless,fearless.png,"Non-custodial multi-chain DeFi wallet supporting 80+ networks including Polkadot, Kusama, TON, Ethereum, and EVM chains, with staking, swaps, and portfolio management.","https://fearlesswallet.io/",,,,,,,,FALSE,
fift,Fift,fift.png,"Low-level stack-based programming language for the TON Virtual Machine (TVM), designed for tooling, scripts, and advanced smart contract development.","https://blog.ton.org/","https://blog.ton.org/introduction-to-fift",,,,,,,FALSE,
filecoin,Filecoin,filecoin.png,"Decentralized storage network enabling secure, distributed storage of files and data on a blockchain basis","https://filecoin.io/","https://docs.filecoin.io/",Filecoin,filecoin-project,,,,,FALSE,
filedrive,Filedrive,filedrive.png,GraphSplit tool that splits large datasets into graph slices optimized for Filecoin storage deals while preserving file system structure,"https://github.com/filedrive-team/go-graphsplit",,,filedrive-team/go-graphsplit,,,,,FALSE,
filfox,FilFox,filfox.png,"Filecoin blockchain explorer tracking network statistics including block height, active miners, network storage power, circulating supply, daily messages, and transaction data.","https://filfox.info/","https://filfox.info/api/v1/docs/static/index.html",,,,,,,FALSE,
filplus-datacap-stats,FilPlus DataCap Stats,filplus-datacap-stats.png,"Dashboard for the Filecoin Plus (Fil+) program that tracks DataCap allocation and spending, client statistics, active storage provider counts, and network storage metrics.","https://datacapstats.io/",,,,,,,,FALSE,
filscan,FilScan,filscan.png,"Filecoin blockchain explorer providing network statistics, block and message lookups, storage market data, and network health metrics for the Filecoin network.","https://filscan.io/",,,,,,,,FALSE,
fireblocks,Fireblocks,fireblocks.png,"Digital asset and stablecoin infrastructure platform for institutions, providing MPC-based wallet security, custody, treasury management, tokenization, and embedded wallet services at scale.","https://www.fireblocks.com/","https://developers.fireblocks.com/docs/introduction",FireblocksHQ,fireblocks,fireblocks,,,,FALSE,
flare,Flare,flare.png,EVM-compatible Layer 1 blockchain providing enshrined data protocols including the Flare Time Series Oracle (FTSO) for decentralized price feeds and the Flare Data Connector (FDC) for cross-chain data attestations.,"https://flare.network/","https://dev.flare.network/",,,,,,,FALSE,
flare-metrics,Flare Metrics,flare-metrics.png,"Analytics dashboard for the Flare network tracking FTSO data providers, validator staking, FAssets minting and redemption activity, rewards, and overall network performance metrics.","https://flaremetrics.io/",,,,,,,,FALSE,
flare-network,Flare Network,flare-network.png,"EVM-compatible Layer 1 blockchain designed for data, featuring enshrined oracle protocols (FTSO for decentralized price feeds, FDC for cross-chain data attestation) and an FAssets system for bridging non-smart-contract tokens.","https://flare.network/","https://dev.flare.network/",,,,,,,FALSE,
flare-space,Flare.Space,flare-space.png,Analytics and data platform providing insights and metrics for Flare Network applications and ecosystem activity,"https://flare.space/",,,,,,,,FALSE,
flare-systems,Flare Systems,flare-systems.png,"Official Flare network explorer for inspecting FTSO signal providers, validators, FAssets agents, reward epoch data, and voting performance across Flare mainnet and Coston2 testnet.","https://flare-systems-explorer.flare.network/",,,,,,,,FALSE,
flexa,Flexa,flexa.png,"Digital payment network enabling instant, fraud-proof payments at major retailers","https://flexa.co/","https://docs.flexa.co/",,,,,,,FALSE,
fluvi,Fluvi,fluvi.png,Non-custodial smart contract wallet enabling user custody without private key management,"https://fluviwallet.xyz/","https://docs.fluviwallet.xyz/",,,,,,,FALSE,
fonbnk,Fonbnk,fonbnk.png,"Stablecoin settlement layer for global commerce, converting prepaid mobile payments into stablecoins to enable cross-border treasury flows, FX, and instant liquidity for cash-based economies.","https://www.fonbnk.com/",,,,,,,,FALSE,
footprint-analytics,Footprint Analytics,footprint-analytics.png,"Blockchain analytics platform providing no-code dashboards and data visualizations for DeFi, NFTs, and GameFi across 30+ networks, with SQL and Python access and AI-powered analytics tools.","https://www.footprint.network/","https://docs.footprint.network/",,,,,,,FALSE,
forge,Forge,forge.png,"Build, test, and deploy tool for Solidity smart contracts, part of the Foundry toolkit, supporting fast compilation, fuzz testing, invariant testing, and deployment scripting via a command-line interface.","https://www.getfoundry.sh/forge",,,,,,,,FALSE,
foundry,Foundry,foundry.png,"Portable, modular toolkit for Ethereum application development written in Rust, consisting of Forge (build, test, and deploy), Cast (command-line chain interaction tool), Anvil (local development node), and Chisel (interactive Solidity REPL).","https://www.getfoundry.sh/","https://www.getfoundry.sh/",,foundry-rs,,,,,FALSE,
foxwallet,FoxWallet,foxwallet.png,"Non-custodial mobile and browser-extension wallet supporting 100+ blockchain networks, with locally encrypted private keys, third-party security audits, and built-in DeFi and NFT support.","https://foxwallet.com/","https://hc.foxwallet.com/docs",,,,,,,FALSE,
freighter,Freighter,freighter.png,Browser extension wallet for the Stellar network enabling users to manage XLM and Stellar assets and connect to Stellar applications.,"https://www.freighter.app/",,,,,,,,FALSE,
friendbot,Friendbot,friendbot.png,Stellar testnet faucet providing free testnet lumens (XLM) to developers for testing applications on the Stellar test network.,"https://stellar.org/",,,,,,,,FALSE,
frontier,Frontier,frontier.png,"Non-custodial multi-chain wallet for crypto, DeFi, and NFTs with open-source code, transaction simulation for fraud prevention, and native dApp browser integration.","https://www.frontier.xyz/",,,,,,,,FALSE,
func,FunC,func.png,"The lower-level, C-like programming language used to write raw smart contracts for the TON Virtual Machine (TVM)","https://docs.ton.org/","https://docs.ton.org/languages/func/overview",,,,,,,FALSE,
fuzzlib,Fuzzlib,fuzzlib.png,"General-purpose, unopinionated Solidity fuzzing library supporting both stateful and stateless fuzz testing of smart contracts.",,,,perimetersec/fuzzlib,,,,,FALSE,
fxwallet,FxWallet,fxwallet.png,Non-custodial multi-chain cryptocurrency wallet enabling secure asset management across blockchain networks,"https://www.fxwallet.com/",,,,,,,,FALSE,
garden,Garden,garden.png,"Bitcoin-native cross-chain bridge providing fast, secure BTC transfers to EVM networks via cryptographic order matching and competitive relayers, with a production-ready SDK and API.","https://garden.finance/","https://docs.garden.finance/",,,,,,,FALSE,
gate,Gate,gate.png,"Non-custodial Web3 wallet and DEX from Gate.io supporting cross-chain swaps, DeFi trading, and DApp access across multiple blockchains.","https://web3.gate.com/",,,,,,,,FALSE,
gateway-fm,Gateway.fm,gateway-fm.png,"Enterprise-grade Web3 infrastructure platform providing high-performance RPC services, custom rollup deployment, and validator node management with 99.99% uptime, built by core Ethereum and CDK-erigon contributors.","https://gateway.fm/","https://docs.gateway.fm/",,,,,,,FALSE,
geckoterminal,GeckoTerminal,geckoterminal.png,"DEX analytics and token price tracking tool by CoinGecko, providing real-time price charts, liquidity pool data, and trading history across decentralized exchanges on multiple chains.","https://www.geckoterminal.com/","https://api.geckoterminal.com/docs/",,,,,,,FALSE,
gelato,Gelato,gelato.png,"Web3 developer platform providing smart wallet infrastructure, paymasters, bundlers, gasless transaction support, and custom rollup deployment across 100+ chains with ERC-4337 and ERC-7702 compatibility.","https://gelato.cloud/","https://docs.gelato.cloud/",gelatonetwork,gelatodigital,gelatodigital,,,,FALSE,
